Parameter,Estimate,lower,upper
mu0,25.6074702705891,,
mu1,-1.01826010815251,,
sigma0,3.1111545341892,,
sigma1,-0.167512921841294,,
xi0,-0.122237463218825,,
xi1,-0.0177045182263617,,
