Parameter,Estimate,lower,upper
mu0,30.9677144090473,,
mu1,1.30012684007973,,
sigma0,1.83108719615504,,
sigma1,-0.0947460541157763,,
xi0,-0.251954556322705,,
xi1,0.00241331996506159,,
