Parameter,Estimate,lower,upper
mu0,20.3936816096822,,
mu1,-1.50147254054346,,
sigma0,1.81311893333543,,
sigma1,-0.177480892479813,,
xi0,-0.109152958972283,,
xi1,0.0788308166085021,,
