Parameter,Estimate,lower,upper
mu0,6.79412517112084,,
mu1,-1.11693331828536,,
sigma0,2.78960480150949,,
sigma1,-0.305278855927518,,
xi0,-0.00941022128286824,,
xi1,0.0107326986495277,,
