Parameter,Estimate,lower,upper
mu0,28.7802779807239,,
mu1,0.432286120379835,,
sigma0,7.94273281584888,,
sigma1,0.534839264697567,,
xi0,0.163152425447577,,
xi1,-0.0365709611009823,,
