Parameter,Estimate,lower,upper
mu0,28.7894766239617,,
mu1,1.43469683634766,,
sigma0,1.87495171114228,,
sigma1,0.0812773963378939,,
xi0,-0.230575010484492,,
xi1,-0.00723349858237069,,
