Parameter,Estimate,lower,upper
mu0,26.9979757095317,,
mu1,0.77899756706861,,
sigma0,10.294057879539,,
sigma1,-4.15177291008379,,
xi0,-0.1191562572228,,
xi1,0.0965622375362147,,
